,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
57,0.10731344223022461,0.003710301575221163,0.01136937141418457,0.0010170649718054287,0.6,71,"{'learning_rate': 0.6, 'n_estimators': 71}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.9583333333333334,0.9416666666666667,0.9433333333333334,0.021343747458109495
58,0.12725934982299805,0.0058015559803626495,0.011968278884887695,0.0006302988352341521,0.6,81,"{'learning_rate': 0.6, 'n_estimators': 81}",0.9666666666666667,0.9333333333333333,0.9,0.9,1.0,0.94,0.038873012632301994,58,0.925,0.9166666666666666,0.975,0.9333333333333333,0.9083333333333333,0.9316666666666666,0.023213980461973528
59,0.21701970100402831,0.05756145671806997,0.02573080062866211,0.010599810415339046,0.6,91,"{'learning_rate': 0.6, 'n_estimators': 91}",0.9666666666666667,0.9333333333333333,0.9,0.9,1.0,0.94,0.038873012632301994,58,0.925,0.9166666666666666,0.975,0.9333333333333333,0.9083333333333333,0.9316666666666666,0.023213980461973528
60,0.006978034973144531,0.009486954466331915,0.00099639892578125,0.0010904910874522547,0.7000000000000001,1,"{'learning_rate': 0.7000000000000001, 'n_estimators': 1}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,82,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
61,0.023735952377319337,0.01113063637670656,0.014960765838623047,0.02181382119320627,0.7000000000000001,11,"{'learning_rate': 0.7000000000000001, 'n_estimators': 11}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.9583333333333334,0.9416666666666667,0.9433333333333334,0.021343747458109495
62,0.029720354080200195,0.0011641023345851428,0.003390979766845703,0.0004890458353196417,0.7000000000000001,21,"{'learning_rate': 0.7000000000000001, 'n_estimators': 21}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.9583333333333334,0.9083333333333333,0.9366666666666668,0.02560381915956203
63,0.05545153617858887,0.023648422968466334,0.005187797546386719,0.0019329722591404552,0.7000000000000001,31,"{'learning_rate': 0.7000000000000001, 'n_estimators': 31}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
64,0.05964040756225586,0.0011629493362607418,0.006781911849975586,0.0017155234437225065,0.7000000000000001,41,"{'learning_rate': 0.7000000000000001, 'n_estimators': 41}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
65,0.07918791770935059,0.006633389807453667,0.007579946517944336,0.0004884414251808379,0.7000000000000001,51,"{'learning_rate': 0.7000000000000001, 'n_estimators': 51}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
66,0.11728572845458984,0.025061578489575322,0.010572242736816406,0.0032532535043291668,0.7000000000000001,61,"{'learning_rate': 0.7000000000000001, 'n_estimators': 61}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.95,0.9433333333333334,0.020682789409984755
67,0.10651574134826661,0.00456570396372008,0.011169767379760743,0.001716083322796902,0.7000000000000001,71,"{'learning_rate': 0.7000000000000001, 'n_estimators': 71}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,1,0.925,0.9583333333333334,0.975,0.9666666666666667,0.95,0.9550000000000001,0.01715938356831165
68,0.13364253044128419,0.014738585275296314,0.011968469619750977,0.000892336508293829,0.7000000000000001,81,"{'learning_rate': 0.7000000000000001, 'n_estimators': 81}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,1,0.925,0.9583333333333334,0.975,0.9583333333333334,0.95,0.9533333333333334,0.01632993161855451
69,0.23118338584899903,0.07133232627656792,0.028721332550048828,0.01627994054384997,0.7000000000000001,91,"{'learning_rate': 0.7000000000000001, 'n_estimators': 91}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.9583333333333334,0.9416666666666667,0.9433333333333334,0.021343747458109495
70,0.0015976428985595703,0.0007966236282009332,0.0023917675018310545,0.0033142100951013315,0.8,1,"{'learning_rate': 0.8, 'n_estimators': 1}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,82,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
71,0.025730705261230467,0.01448582965055579,0.0021939754486083986,0.00039920849601879496,0.8,11,"{'learning_rate': 0.8, 'n_estimators': 11}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,1,0.925,0.9583333333333334,0.975,0.9583333333333334,0.95,0.9533333333333334,0.01632993161855451
72,0.041289901733398436,0.01206049043389201,0.0029932498931884766,2.991559437057137e-06,0.8,21,"{'learning_rate': 0.8, 'n_estimators': 21}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,1,0.925,0.9583333333333334,0.975,0.9666666666666667,0.95,0.9550000000000001,0.01715938356831165
73,0.04847054481506348,0.0029990604107758747,0.00498666763305664,0.0006304495161417459,0.8,31,"{'learning_rate': 0.8, 'n_estimators': 31}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,1,0.925,0.9583333333333334,0.975,0.95,0.95,0.9516666666666668,0.016158932858054413
74,0.061635065078735354,0.0023089031169361294,0.006781721115112304,0.001715861629907519,0.8,41,"{'learning_rate': 0.8, 'n_estimators': 41}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.95,0.9433333333333334,0.020682789409984755
